Timestamp,instructions,cpu-cycles,branch-misses,L1-dcache-load-misses,l2_rqsts.miss,LLC-load-misses
     3.954378352,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     3.966520436,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     3.978665673,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     3.990813578,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.002979286,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.015135476,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.027279903,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.039416833,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.051586097,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.063749231,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.076026880,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.088214001,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.100374717,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.112552146,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.124714375,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.136869419,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.149032826,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.161202839,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.173359153,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.185527816,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.197676515,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.210523362,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.223619533,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.235767337,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.247914134,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.260053824,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.272199988,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.284348837,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.296494776,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.311625701,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.323778056,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.335922025,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.348076713,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.360240745,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.372426005,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.384600196,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.396760075,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.408929407,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.421102325,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.433266877,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.445427988,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.457580650,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.469723537,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.481878822,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.494040803,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.506221236,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.518387671,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.530559297,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.542738964,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.554916808,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.567092529,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.579268730,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.592313496,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.604508492,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.616734740,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.628896832,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.641076920,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.653245546,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.665414961,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.677592113,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.689767308,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.701937861,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.714104160,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.726257465,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.738384062,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.750516131,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.762680660,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.774824883,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.786972997,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.799138384,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.811312663,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.823465387,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.835668057,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.847816672,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.859952181,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.872079202,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.884200832,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.896332981,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.908442683,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.920550808,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.932661227,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.944771769,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.956882798,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.968994457,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.981116209,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     4.993266417,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.005421083,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.017553365,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.029690426,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.041809619,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.053926938,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.066051418,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.078181599,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.090314526,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.102437344,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.114554415,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.126670195,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.138784012,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.150916378,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.163033749,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.175150567,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.187270172,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.199386321,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.211507106,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.223606512,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.235723638,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.247843373,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.259961784,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.272074186,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.284201651,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.296333714,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.308447006,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.320558823,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.332670945,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.344791026,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.356920419,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.369044987,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.381172604,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.393332725,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.405489314,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.417641463,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.429757934,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.441883566,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.454022227,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.466153413,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.478285184,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.490451302,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.502614062,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.514781300,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.526930916,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.539087102,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.551226621,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.563361274,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.575491303,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.587609537,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.599740224,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.611876605,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.624014171,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.636161484,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.648316852,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.660442537,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.672580443,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.684706428,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.696894734,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.709270516,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.721408478,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.733543402,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.745682201,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.757821219,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.769946809,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.782072290,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.794194981,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.806346025,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.818462769,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.830600014,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.842761426,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.854924105,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.867073401,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.879228472,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.891416615,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.903636687,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.916394677,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.928563391,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.940710020,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.952858430,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.964998710,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.977139962,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     5.989285391,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.001451266,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.013604556,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.025753187,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.037905122,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.050060319,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.062224433,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.074373463,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.086507107,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.098639122,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.110752773,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.122870113,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.134988167,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.147107409,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.159230221,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.171344018,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.183458245,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.195601497,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.207744022,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.219880721,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.232013051,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.244129366,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.256249532,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.268367461,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.280482965,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.292598467,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.304725939,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.316854763,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.328966381,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.341077576,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.353195347,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.365326005,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.377470662,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.389622176,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.401767230,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.413882226,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.425995987,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.438117500,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.450265000,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.462382929,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.474500080,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.486629366,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.498846505,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.511017930,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.523154910,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.535276269,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.547394422,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.559474911,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.571621322,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.583790470,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.595940977,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.608146542,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.620321422,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.632483026,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.644623456,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.656759290,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.668897166,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.681031220,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.693165598,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.705345161,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.717497244,38844,158030,796,2395,3867,723
     6.729654941,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.741796668,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.753933770,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.766061870,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.778179334,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.790295777,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.802424004,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.814535632,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.826648778,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.838781927,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.850899092,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.863013146,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.875125299,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.887315836,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.899443634,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.911557179,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.923674982,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.935787837,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.947899592,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.960009903,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.972154757,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.984297765,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     6.996429078,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.008565170,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.020690955,36275,144541,611,2185,3548,801
     7.032840937,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.044981918,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.057115336,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.069237370,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.081360045,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.093480552,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.105626719,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.117747544,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.129883261,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.142031743,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.154178953,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.166339050,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.178491573,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.190589584,34344,159497,674,2322,3924,793
     7.204047251,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.216202226,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.228336129,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.240453914,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.252567965,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.264685439,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.276833536,81073,267863,1246,4935,7800,1064
     7.288997468,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.301190632,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.313320213,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.325464989,85127,300712,1351,5162,8902,1220
     7.337626952,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.349790025,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.361958618,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.374098843,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.386245996,51853,183197,939,2954,4902,778
     7.398408795,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.410558837,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.422699133,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.434811940,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.446902247,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>
     7.455554213,3142183,4081935,8269,55449,49995,12376
